Exclusion report for column 2
==================================================
Symbol: AADEX, Reason: Symbol AADEX dropped price, min and avg volume.
Symbol: SFSNX, Reason: Symbol SFSNX dropped price, min and avg volume.
Symbol: SGAPX, Reason: Symbol SGAPX dropped price, min and avg volume.
Symbol: SGDLX, Reason: Symbol SGDLX dropped price, min and avg volume.
Symbol: SHAPX, Reason: Symbol SHAPX dropped price, min and avg volume.
Symbol: SHISX, Reason: Symbol SHISX dropped price, min and avg volume.
Symbol: SHSAX, Reason: Symbol SHSAX dropped price, min and avg volume.
Symbol: SHSCX, Reason: Symbol SHSCX dropped price, min and avg volume.
Symbol: SHSKX, Reason: Symbol SHSKX dropped price, min and avg volume.
Symbol: SHSSX, Reason: Symbol SHSSX dropped price, min and avg volume.
Symbol: SHYPX, Reason: Symbol SHYPX dropped price, min and avg volume.
Symbol: SIHPX, Reason: Symbol SIHPX dropped price, min and avg volume.
Symbol: SIIDX, Reason: Symbol SIIDX dropped price, min and avg volume.
Symbol: SLANX, Reason: Symbol SLANX dropped price, min and avg volume.
Symbol: SLASX, Reason: Symbol SLASX dropped price, min and avg volume.
Symbol: SLCGX, Reason: Symbol SLCGX dropped price, min and avg volume.
Symbol: SMAPX, Reason: Symbol SMAPX dropped price, min and avg volume.
Symbol: SMCIX, Reason: Symbol SMCIX dropped price, min and avg volume.
Symbol: SMRSX, Reason: Symbol SMRSX dropped price, min and avg volume.
Symbol: SMTRX, Reason: Symbol SMTRX dropped price, min and avg volume.
Symbol: SPFIX, Reason: Symbol SPFIX dropped price, min and avg volume.
Symbol: SPFPX, Reason: Symbol SPFPX dropped price, min and avg volume.
Symbol: SSEYX, Reason: Symbol SSEYX dropped price, min and avg volume.
Symbol: SSGFX, Reason: Symbol SSGFX dropped price, min and avg volume.
Symbol: SSGVX, Reason: Symbol SSGVX dropped price, min and avg volume.
Symbol: STLAX, Reason: Symbol STLAX dropped price, min and avg volume.
Symbol: STMGX, Reason: Symbol STMGX dropped price, min and avg volume.
Symbol: STSGX, Reason: Symbol STSGX dropped price, min and avg volume.
Symbol: SUSLX, Reason: Symbol SUSLX dropped price, min and avg volume.
Symbol: SWLSX, Reason: Symbol SWLSX dropped price, min and avg volume.
Symbol: SWPPX, Reason: Symbol SWPPX dropped price, min and avg volume.
Symbol: SWSSX, Reason: Symbol SWSSX dropped price, min and avg volume.
Symbol: SWTSX, Reason: Symbol SWTSX dropped price, min and avg volume.
Symbol: SYFFX, Reason: Symbol SYFFX dropped price, min and avg volume.
Symbol: TADAX, Reason: Symbol TADAX dropped price, min and avg volume.
Symbol: TAIFX, Reason: Symbol TAIFX dropped price, min and avg volume.
Symbol: TBLIX, Reason: Symbol TBLIX dropped price, min and avg volume.
Symbol: TCVIX, Reason: Symbol TCVIX dropped price, min and avg volume.
Symbol: TDEIX, Reason: Symbol TDEIX dropped price, min and avg volume.
Symbol: TDMTX, Reason: Symbol TDMTX dropped price, min and avg volume.
Symbol: TEDMX, Reason: Symbol TEDMX dropped price, min and avg volume.
Symbol: TEPFX, Reason: Symbol TEPFX dropped price, min and avg volume.
Symbol: TEPLX, Reason: Symbol TEPLX dropped price, min and avg volume.
Symbol: TFSCX, Reason: Symbol TFSCX dropped price, min and avg volume.
Symbol: TGFNX, Reason: Symbol TGFNX dropped price, min and avg volume.
Symbol: TGHNX, Reason: Symbol TGHNX dropped price, min and avg volume.
Symbol: TGWNX, Reason: Symbol TGWNX dropped price, min and avg volume.
Symbol: THOPX, Reason: Symbol THOPX dropped price, min and avg volume.
Symbol: THPGX, Reason: Symbol THPGX dropped price, min and avg volume.
Symbol: THPMX, Reason: Symbol THPMX dropped price, min and avg volume.
Symbol: THYFX, Reason: Symbol THYFX dropped price, min and avg volume.
Symbol: TISVX, Reason: Symbol TISVX dropped price, min and avg volume.
Symbol: TLZIX, Reason: Symbol TLZIX dropped price, min and avg volume.
Symbol: TMLPX, Reason: Symbol TMLPX dropped price, min and avg volume.
Symbol: TNBMX, Reason: Symbol TNBMX dropped price, min and avg volume.
Symbol: TNIBX, Reason: Symbol TNIBX dropped price, min and avg volume.
Symbol: TNTIX, Reason: Symbol TNTIX dropped price, min and avg volume.
Symbol: TOLIX, Reason: Symbol TOLIX dropped price, min and avg volume.
Symbol: TORIX, Reason: Symbol TORIX dropped price, min and avg volume.
Symbol: TORTX, Reason: Symbol TORTX dropped price, min and avg volume.
Symbol: TQGEX, Reason: Symbol TQGEX dropped price, min and avg volume.
Symbol: TQMVX, Reason: Symbol TQMVX dropped price, min and avg volume.
Symbol: TQSMX, Reason: Symbol TQSMX dropped price, min and avg volume.
Symbol: TRACX, Reason: Symbol TRACX dropped price, min and avg volume.
Symbol: TRAMX, Reason: Symbol TRAMX dropped price, min and avg volume.
Symbol: TRBFX, Reason: Symbol TRBFX dropped price, min and avg volume.
Symbol: TRECX, Reason: Symbol TRECX dropped price, min and avg volume.
Symbol: TRFHX, Reason: Symbol TRFHX dropped price, min and avg volume.
Symbol: TRIGX, Reason: Symbol TRIGX dropped price, min and avg volume.
Symbol: TRJWX, Reason: Symbol TRJWX dropped price, min and avg volume.
Symbol: TROIX, Reason: Symbol TROIX dropped price, min and avg volume.
Symbol: TROSX, Reason: Symbol TROSX dropped price, min and avg volume.
Symbol: TRREX, Reason: Symbol TRREX dropped price, min and avg volume.
Symbol: TRSJX, Reason: Symbol TRSJX dropped price, min and avg volume.
Symbol: TSEMX, Reason: Symbol TSEMX dropped price, min and avg volume.
Symbol: TSHIX, Reason: Symbol TSHIX dropped price, min and avg volume.
Symbol: TSVIX, Reason: Symbol TSVIX dropped price, min and avg volume.
Symbol: TSWIX, Reason: Symbol TSWIX dropped price, min and avg volume.
Symbol: TTDAX, Reason: Symbol TTDAX dropped price, min and avg volume.
Symbol: TVEFX, Reason: Symbol TVEFX dropped price, min and avg volume.
Symbol: TVFDX, Reason: Symbol TVFDX dropped price, min and avg volume.
Symbol: TVFRX, Reason: Symbol TVFRX dropped price, min and avg volume.
Symbol: TVIIX, Reason: Symbol TVIIX dropped price, min and avg volume.
Symbol: TVVFX, Reason: Symbol TVVFX dropped price, min and avg volume.
Symbol: TWCGX, Reason: Symbol TWCGX dropped price, min and avg volume.
Symbol: TWCUX, Reason: Symbol TWCUX dropped price, min and avg volume.
Symbol: TWEIX, Reason: Symbol TWEIX dropped price, min and avg volume.
Symbol: TWHIX, Reason: Symbol TWHIX dropped price, min and avg volume.
Symbol: TWIEX, Reason: Symbol TWIEX dropped price, min and avg volume.
Symbol: TWMIX, Reason: Symbol TWMIX dropped price, min and avg volume.
Symbol: TWSAX, Reason: Symbol TWSAX dropped price, min and avg volume.
Symbol: TWSCX, Reason: Symbol TWSCX dropped price, min and avg volume.
Symbol: TWSMX, Reason: Symbol TWSMX dropped price, min and avg volume.
Symbol: TWTIX, Reason: Symbol TWTIX dropped price, min and avg volume.
Symbol: TWUSX, Reason: Symbol TWUSX dropped price, min and avg volume.
Symbol: TWVLX, Reason: Symbol TWVLX dropped price, min and avg volume.
Symbol: UGSFX, Reason: Symbol UGSFX dropped price, min and avg volume.
Symbol: UMNOX, Reason: Symbol UMNOX dropped price, min and avg volume.
Symbol: USCBX, Reason: Symbol USCBX dropped price, min and avg volume.
Symbol: UTAJX, Reason: Symbol UTAJX dropped price, min and avg volume.
Symbol: UTALX, Reason: Symbol UTALX dropped price, min and avg volume.
Symbol: UTAMX, Reason: Symbol UTAMX dropped price, min and avg volume.
Symbol: UTANX, Reason: Symbol UTANX dropped price, min and avg volume.
Symbol: VALIX, Reason: Symbol VALIX dropped price, min and avg volume.
Symbol: VGICX, Reason: Symbol VGICX dropped price, min and avg volume.
Symbol: VLEOX, Reason: Symbol VLEOX dropped price, min and avg volume.
Symbol: VLIFX, Reason: Symbol VLIFX dropped price, min and avg volume.
Symbol: VLIIX, Reason: Symbol VLIIX dropped price, min and avg volume.
Symbol: VOLJX, Reason: Symbol VOLJX dropped price, min and avg volume.
Symbol: WAESX, Reason: Symbol WAESX dropped price, min and avg volume.
Symbol: WAMCX, Reason: Symbol WAMCX dropped price, min and avg volume.
Symbol: WBENX, Reason: Symbol WBENX dropped price, min and avg volume.
Symbol: WBFFX, Reason: Symbol WBFFX dropped price, min and avg volume.
Symbol: WBGSX, Reason: Symbol WBGSX dropped price, min and avg volume.
Symbol: WCMRX, Reason: Symbol WCMRX dropped price, min and avg volume.
Symbol: WEIMX, Reason: Symbol WEIMX dropped price, min and avg volume.
Symbol: WELNX, Reason: Symbol WELNX dropped price, min and avg volume.
Symbol: WFIVX, Reason: Symbol WFIVX dropped price, min and avg volume.
Symbol: WGGNX, Reason: Symbol WGGNX dropped price, min and avg volume.
Symbol: WIGRX, Reason: Symbol WIGRX dropped price, min and avg volume.
Symbol: WIORX, Reason: Symbol WIORX dropped price, min and avg volume.
Symbol: WLCTX, Reason: Symbol WLCTX dropped price, min and avg volume.
Symbol: WSHCX, Reason: Symbol WSHCX dropped price, min and avg volume.
Symbol: WSHFX, Reason: Symbol WSHFX dropped price, min and avg volume.
Symbol: WSMGX, Reason: Symbol WSMGX dropped price, min and avg volume.
Symbol: WSMVX, Reason: Symbol WSMVX dropped price, min and avg volume.
Symbol: WSTAX, Reason: Symbol WSTAX dropped price, min and avg volume.
Symbol: XALCX, Reason: Symbol XALCX dropped price, min and avg volume.
Symbol: XCSIX, Reason: Symbol XCSIX dropped price, min and avg volume.
Symbol: XPMSX, Reason: Symbol XPMSX dropped price, min and avg volume.
Symbol: XSIAX, Reason: Symbol XSIAX dropped price, min and avg volume.
Symbol: YCGEX, Reason: Symbol YCGEX dropped price, min and avg volume.
